source_old,province,year,month,rows_old,temp_value_sum_old,temp_value_count_old,temp_sum_old,temp_missing_old,dew_value_sum_old,dew_value_count_old,dew_sum_old,dew_missing_old,humidity_value_sum_old,humidity_value_count_old,humidity_sum_old,humidity_missing_old,wspd_value_sum_old,wspd_value_count_old,wspd_sum_old,wspd_missing_old,wgust_value_sum_old,wgust_value_count_old,wgust_sum_old,wgust_missing_old,wdir_value_sum_old,wdir_value_count_old,wdir_sum_old,wdir_missing_old,precip_value_sum_old,precip_value_count_old,precip_sum_old,precip_missing_old,cloudcover_value_sum_old,cloudcover_value_count_old,cloudcover_sum_old,cloudcover_missing_old,sealevelpressure_value_sum_old,sealevelpressure_value_count_old,sealevelpressure_sum_old,sealevelpressure_missing_old,temp_mean_old,dew_mean_old,humidity_mean_old,wspd_mean_old,wgust_mean_old,wdir_mean_old,precip_mean_old,cloudcover_mean_old,sealevelpressure_mean_old,source_updated,rows_updated,temp_value_sum_updated,temp_value_count_updated,temp_sum_updated,temp_missing_updated,dew_value_sum_updated,dew_value_count_updated,dew_sum_updated,dew_missing_updated,humidity_value_sum_updated,humidity_value_count_updated,humidity_sum_updated,humidity_missing_updated,wspd_value_sum_updated,wspd_value_count_updated,wspd_sum_updated,wspd_missing_updated,wgust_value_sum_updated,wgust_value_count_updated,wgust_sum_updated,wgust_missing_updated,wdir_value_sum_updated,wdir_value_count_updated,wdir_sum_updated,wdir_missing_updated,precip_value_sum_updated,precip_value_count_updated,precip_sum_updated,precip_missing_updated,cloudcover_value_sum_updated,cloudcover_value_count_updated,cloudcover_sum_updated,cloudcover_missing_updated,sealevelpressure_value_sum_updated,sealevelpressure_value_count_updated,sealevelpressure_sum_updated,sealevelpressure_missing_updated,temp_mean_updated,dew_mean_updated,humidity_mean_updated,wspd_mean_updated,wgust_mean_updated,wdir_mean_updated,precip_mean_updated,cloudcover_mean_updated,sealevelpressure_mean_updated,_merge,row_diff,temp_mean_abs_diff,dew_mean_abs_diff,humidity_mean_abs_diff,wspd_mean_abs_diff,wgust_mean_abs_diff,wdir_mean_abs_diff,precip_mean_abs_diff,cloudcover_mean_abs_diff,sealevelpressure_mean_abs_diff,any_numeric_diff
old,Songkhla,2016,1,744,20546.1,742,0,2,17793.6,742,0,2,60288.44,742,0,2,6442.0,742,0,2,170.6,4,0,740,70634.0,742,0,2,411.18000000000006,744,411.18000000000006,0,45418.3,742,0,2,251011.5,248,0,496,27.690161725067384,23.980592991913745,81.25126684636119,8.681940700808624,42.65,95.19407008086253,0.5526612903225807,61.210646900269545,1012.1431451612904,updated,744,20546.1,742,0,2,17793.6,742,0,2,60288.44,742,0,2,6442.0,742,0,2,170.6,4,0,740,70634.0,742,0,2,411.18,744,411.18,0,45418.3,742,0,2,251011.5,248,0,496,27.690161725067384,23.980592991913745,81.25126684636119,8.681940700808624,42.65,95.19407008086253,0.5526612903225806,61.210646900269545,1012.1431451612904,both,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,False
old,Suphan Buri,2016,1,740,6538.200000000001,248,0,492,4914.0,248,0,492,17264.090000000004,248,0,492,649.1999999999999,248,0,492,0.0,0,0,740,26841.0,187,0,553,52.089999999999996,740,52.089999999999996,0,13202.0,248,0,492,251287.7,248,0,492,26.363709677419358,19.81451612903226,69.61326612903227,2.617741935483871,,143.53475935828877,0.07039189189189189,53.233870967741936,1013.2568548387097,updated,740,6538.2,248,0,492,4914.0,248,0,492,17264.089999999997,248,0,492,649.2,248,0,492,0.0,0,0,740,26841.0,187,0,553,52.089999999999996,740,52.089999999999996,0,13202.0,248,0,492,251287.69999999998,248,0,492,26.363709677419354,19.81451612903226,69.61326612903224,2.6177419354838714,,143.53475935828877,0.07039189189189189,53.233870967741936,1013.2568548387096,both,0,3.552713678800501e-15,0.0,2.842170943040401e-14,4.440892098500626e-16,,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Amnat Charoen,2016,4,720,23408.5,718,0,2,15611.500000000002,718,0,2,39340.82,718,0,2,4666.200000000001,718,0,2,114.8,2,0,718,118284.0,675,0,45,73.58,720,73.58,0,22155.4,718,0,2,240822.40000000002,239,0,481,32.602367688022284,21.743036211699167,54.792228412256264,6.498885793871867,57.4,175.23555555555555,0.10219444444444445,30.857103064066855,1007.6251046025105,updated,720,23408.499999999996,718,0,2,15611.5,718,0,2,39340.82,718,0,2,4666.2,718,0,2,114.8,2,0,718,118284.0,675,0,45,73.58,720,73.58,0,22155.4,718,0,2,240822.4,239,0,481,32.60236768802228,21.743036211699163,54.792228412256264,6.498885793871866,57.4,175.23555555555555,0.10219444444444445,30.857103064066855,1007.6251046025104,both,0,7.105427357601002e-15,3.552713678800501e-15,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Chai Nat,2016,4,716,7797.3,239,0,477,5568.5,239,0,477,14758.45,239,0,477,1378.5,239,0,477,0.0,0,0,716,41180.0,237,0,479,101.38,716,101.38,0,11254.5,239,0,477,240837.8,239,0,477,32.62468619246862,23.299163179916317,61.750836820083684,5.7677824267782425,,173.75527426160338,0.1415921787709497,47.08995815899581,1007.689539748954,updated,716,7797.299999999999,239,0,477,5568.5,239,0,477,14758.45,239,0,477,1378.5,239,0,477,0.0,0,0,716,41180.0,237,0,479,101.38,716,101.38,0,11254.5,239,0,477,240837.80000000002,239,0,477,32.624686192468616,23.299163179916317,61.750836820083684,5.7677824267782425,,173.75527426160338,0.1415921787709497,47.08995815899581,1007.6895397489541,both,0,7.105427357601002e-15,0.0,0.0,0.0,,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Chiang Mai,2016,4,720,22803.1,701,0,19,10917.599999999999,701,0,19,27362.86,701,0,19,5085.0,701,0,19,170.60000000000002,4,0,716,110630.0,698,0,22,25.560000000000002,720,25.560000000000002,0,20553.9,701,0,19,241665.3,240,0,480,32.52938659058488,15.574322396576317,39.03403708987161,7.253922967189729,42.650000000000006,158.49570200573066,0.035500000000000004,29.320827389443654,1006.9387499999999,updated,720,22803.1,701,0,19,10917.599999999999,701,0,19,27362.86,701,0,19,5085.0,701,0,19,170.60000000000002,4,0,716,110630.0,698,0,22,25.560000000000002,720,25.560000000000002,0,20553.9,701,0,19,241665.3,240,0,480,32.52938659058488,15.574322396576317,39.03403708987161,7.253922967189729,42.650000000000006,158.49570200573066,0.035500000000000004,29.320827389443654,1006.9387499999999,both,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
old,Nakhon Ratchasima,2016,4,716,7828.5,239,0,477,5385.5,239,0,477,13741.64,239,0,477,1120.3000000000002,239,0,477,0.0,0,0,716,45375.0,212,0,504,91.33,716,91.33,0,11339.900000000001,239,0,477,240733.40000000002,239,0,477,32.75523012552301,22.53347280334728,57.496401673640165,4.687447698744771,,214.03301886792454,0.12755586592178772,47.44728033472804,1007.252719665272,updated,716,7828.5,239,0,477,5385.5,239,0,477,13741.64,239,0,477,1120.3,239,0,477,0.0,0,0,716,45375.0,212,0,504,91.33000000000001,716,91.33000000000001,0,11339.900000000001,239,0,477,240733.4,239,0,477,32.75523012552301,22.53347280334728,57.496401673640165,4.687447698744769,,214.03301886792454,0.12755586592178772,47.44728033472804,1007.2527196652719,both,0,0.0,0.0,0.0,1.7763568394002505e-15,,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Songkhla,2016,4,720,21243.300000000003,719,0,1,17679.6,719,0,1,54815.61,719,0,1,5392.6,719,0,1,0.0,0,0,720,86677.0,719,0,1,19.69,720,19.69,0,27478.5,719,0,1,241247.3,239,0,481,29.54561891515995,24.58915159944367,76.23867872044507,7.500139082058415,,120.55215577190542,0.027347222222222224,38.217663421418635,1009.4029288702928,updated,720,21243.300000000003,719,0,1,17679.600000000002,719,0,1,54815.61,719,0,1,5392.6,719,0,1,0.0,0,0,720,86677.0,719,0,1,19.69,720,19.69,0,27478.5,719,0,1,241247.3,239,0,481,29.54561891515995,24.589151599443674,76.23867872044507,7.500139082058415,,120.55215577190542,0.027347222222222224,38.217663421418635,1009.4029288702928,both,0,0.0,3.552713678800501e-15,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Suphan Buri,2016,4,716,7757.6,239,0,477,5700.700000000001,239,0,477,15360.400000000001,239,0,477,1037.0,239,0,477,0.0,0,0,716,42394.0,238,0,478,92.75999999999999,716,92.75999999999999,0,9807.5,239,0,477,240892.2,239,0,477,32.458577405857746,23.852301255230127,64.26945606694561,4.338912133891213,,178.12605042016807,0.12955307262569832,41.03556485355649,1007.9171548117155,updated,716,7757.6,239,0,477,5700.7,239,0,477,15360.399999999998,239,0,477,1037.0,239,0,477,0.0,0,0,716,42394.0,238,0,478,92.75999999999999,716,92.75999999999999,0,9807.5,239,0,477,240892.19999999998,239,0,477,32.458577405857746,23.852301255230124,64.2694560669456,4.338912133891213,,178.12605042016807,0.12955307262569832,41.03556485355649,1007.9171548117154,both,0,0.0,3.552713678800501e-15,1.4210854715202004e-14,0.0,,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Amnat Charoen,2016,8,744,21068.199999999997,743,0,1,18577.7,743,0,1,61551.369999999995,743,0,1,5765.3,743,0,1,111.2,2,0,742,147329.0,706,0,38,431.5,744,431.5,0,49451.8,743,0,1,249203.9,248,0,496,28.355585464333778,25.00363391655451,82.84168236877522,7.759488559892328,55.6,208.68130311614732,0.5799731182795699,66.55693135935397,1004.8544354838709,updated,744,21068.2,743,0,1,18577.7,743,0,1,61551.37,743,0,1,5765.3,743,0,1,111.2,2,0,742,147329.0,706,0,38,431.5,744,431.5,0,49451.8,743,0,1,249203.9,248,0,496,28.35558546433378,25.00363391655451,82.84168236877524,7.759488559892328,55.6,208.68130311614732,0.5799731182795699,66.55693135935397,1004.8544354838709,both,0,3.552713678800501e-15,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,False
old,Chai Nat,2016,8,740,7218.1,248,0,492,6044.2,248,0,492,19077.19,248,0,492,741.8,248,0,492,0.0,0,0,740,40266.0,208,0,532,487.71000000000004,740,487.71000000000004,0,20840.9,248,0,492,249387.2,248,0,492,29.10524193548387,24.371774193548386,76.92415322580645,2.991129032258064,,193.58653846153845,0.6590675675675676,84.0358870967742,1005.5935483870968,updated,740,7218.1,248,0,492,6044.200000000001,248,0,492,19077.19,248,0,492,741.8,248,0,492,0.0,0,0,740,40266.0,208,0,532,487.71000000000004,740,487.71000000000004,0,20840.9,248,0,492,249387.2,248,0,492,29.10524193548387,24.37177419354839,76.92415322580645,2.991129032258064,,193.58653846153845,0.6590675675675676,84.0358870967742,1005.5935483870968,both,0,0.0,3.552713678800501e-15,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Chiang Mai,2016,8,744,20136.8,734,0,10,16394.9,734,0,10,55006.69,734,0,10,4274.7,734,0,10,64.8,2,0,742,114770.0,727,0,17,326.99,744,326.99,0,59069.0,734,0,10,249311.9,248,0,496,27.43433242506812,22.336376021798365,74.94099455040872,5.823841961852861,32.4,157.86795048143054,0.439502688172043,80.47547683923706,1005.2899193548387,updated,744,20136.8,734,0,10,16394.899999999998,734,0,10,55006.689999999995,734,0,10,4274.700000000001,734,0,10,64.8,2,0,742,114770.0,727,0,17,326.99,744,326.99,0,59069.0,734,0,10,249311.9,248,0,496,27.43433242506812,22.336376021798362,74.94099455040872,5.823841961852862,32.4,157.86795048143054,0.439502688172043,80.47547683923706,1005.2899193548387,both,0,0.0,3.552713678800501e-15,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,False
old,Nakhon Ratchasima,2016,8,742,20553.7,736,0,6,17397.7,736,0,6,58051.82,736,0,6,6743.8,736,0,6,216.8,6,0,736,140154.0,649,0,93,258.27000000000004,742,258.27000000000004,0,19814.0,690,0,52,249255.9,248,0,494,27.926222826086956,23.63817934782609,78.87475543478261,9.162771739130434,36.13333333333333,215.9537750385208,0.3480727762803235,28.715942028985506,1005.0641129032258,updated,742,20553.699999999997,736,0,6,17397.7,736,0,6,58051.82,736,0,6,6743.799999999999,736,0,6,216.79999999999998,6,0,736,140154.0,649,0,93,258.27,742,258.27,0,19814.0,690,0,52,249255.9,248,0,494,27.926222826086953,23.63817934782609,78.87475543478261,9.162771739130434,36.13333333333333,215.9537750385208,0.3480727762803234,28.715942028985506,1005.0641129032258,both,0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,False
old,Songkhla,2016,8,744,21176.6,744,0,0,17924.0,744,0,0,58731.45,744,0,0,5816.1,744,0,0,309.5,7,0,737,150344.0,743,0,1,238.75,744,238.75,0,43774.4,744,0,0,250060.59999999998,248,0,496,28.46317204301075,24.091397849462364,78.94012096774193,7.81733870967742,44.214285714285715,202.3472409152086,0.3209005376344086,58.836559139784946,1008.3088709677419,updated,744,21176.6,744,0,0,17924.0,744,0,0,58731.45,744,0,0,5816.1,744,0,0,309.5,7,0,737,150344.0,743,0,1,238.75,744,238.75,0,43774.399999999994,744,0,0,250060.59999999998,248,0,496,28.46317204301075,24.091397849462364,78.94012096774193,7.81733870967742,44.214285714285715,202.3472409152086,0.3209005376344086,58.83655913978494,1008.3088709677419,both,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,False
old,Suphan Buri,2016,8,740,7369.2,248,0,492,5987.4,248,0,492,18182.36,248,0,492,630.7,248,0,492,0.0,0,0,740,50328.0,237,0,503,260.7,740,260.7,0,21424.1,248,0,492,249389.90000000002,248,0,492,29.71451612903226,24.14274193548387,73.31596774193548,2.543145161290323,,212.35443037974684,0.3522972972972973,86.38749999999999,1005.604435483871,updated,740,7369.2,248,0,492,5987.4,248,0,492,18182.36,248,0,492,630.6999999999999,248,0,492,0.0,0,0,740,50328.0,237,0,503,260.70000000000005,740,260.70000000000005,0,21424.1,248,0,492,249389.9,248,0,492,29.71451612903226,24.14274193548387,73.31596774193548,2.5431451612903224,,212.35443037974684,0.35229729729729736,86.38749999999999,1005.6044354838709,both,0,0.0,0.0,0.0,4.440892098500626e-16,,0.0,5.551115123125783e-17,0.0,1.1368683772161603e-13,False
old,Amnat Charoen,2016,12,744,18051.100000000002,741,0,3,13704.2,741,0,3,52695.369999999995,741,0,3,9508.400000000001,741,0,3,209.4,4,0,740,34560.0,738,0,6,12.04,744,12.04,0,34149.1,741,0,3,251355.5,248,0,496,24.36045883940621,18.49419703103914,71.1138596491228,12.831848852901487,52.35,46.829268292682926,0.01618279569892473,46.08515519568151,1013.5302419354839,updated,744,18051.1,741,0,3,13704.2,741,0,3,52695.369999999995,741,0,3,9508.400000000001,741,0,3,209.4,4,0,740,34560.0,738,0,6,12.04,744,12.04,0,34149.100000000006,741,0,3,251355.5,248,0,496,24.360458839406206,18.49419703103914,71.1138596491228,12.831848852901487,52.35,46.829268292682926,0.01618279569892473,46.08515519568152,1013.5302419354839,both,0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,False
old,Chai Nat,2016,12,740,6514.2,248,0,492,4835.8,248,0,492,16937.93,248,0,492,492.5,248,0,492,0.0,0,0,740,16842.0,196,0,544,2.56,740,2.56,0,12043.6,248,0,492,251190.8,248,0,492,26.266935483870967,19.499193548387098,68.29810483870968,1.9858870967741935,,85.92857142857143,0.0034594594594594594,48.56290322580645,1012.8661290322581,updated,740,6514.2,248,0,492,4835.799999999999,248,0,492,16937.93,248,0,492,492.5,248,0,492,0.0,0,0,740,16842.0,196,0,544,2.56,740,2.56,0,12043.599999999999,248,0,492,251190.8,248,0,492,26.266935483870967,19.499193548387094,68.29810483870968,1.9858870967741935,,85.92857142857143,0.0034594594594594594,48.562903225806444,1012.8661290322581,both,0,0.0,3.552713678800501e-15,0.0,0.0,,0.0,0.0,7.105427357601002e-15,0.0,False
old,Chiang Mai,2016,12,744,17225.699999999997,732,0,12,12252.8,732,0,12,50109.159999999996,732,0,12,2374.7,732,0,12,0.0,0,0,744,70087.0,696,0,48,10.73,744,10.73,0,25302.9,732,0,12,251662.0,248,0,496,23.532377049180322,16.73879781420765,68.45513661202185,3.244125683060109,,100.69971264367815,0.01442204301075269,34.566803278688525,1014.766129032258,updated,744,17225.7,732,0,12,12252.8,732,0,12,50109.16,732,0,12,2374.7,732,0,12,0.0,0,0,744,70087.0,696,0,48,10.73,744,10.73,0,25302.9,732,0,12,251662.0,248,0,496,23.53237704918033,16.73879781420765,68.45513661202186,3.244125683060109,,100.69971264367815,0.01442204301075269,34.566803278688525,1014.766129032258,both,0,7.105427357601002e-15,0.0,1.4210854715202004e-14,0.0,,0.0,0.0,0.0,0.0,False
old,Nakhon Ratchasima,2016,12,744,17729.699999999997,743,0,1,13436.8,743,0,1,53453.13,743,0,1,6705.9,743,0,1,35.3,1,0,743,33822.0,680,0,64,0.2,744,0.2,0,12556.8,689,0,55,251253.2,248,0,496,23.86231493943472,18.08452220726783,71.94230148048452,9.02543741588156,35.3,49.73823529411764,0.00026881720430107527,18.224673439767777,1013.1177419354839,updated,744,17729.699999999997,743,0,1,13436.8,743,0,1,53453.130000000005,743,0,1,6705.9,743,0,1,35.3,1,0,743,33822.0,680,0,64,0.2,744,0.2,0,12556.8,689,0,55,251253.2,248,0,496,23.86231493943472,18.08452220726783,71.94230148048453,9.02543741588156,35.3,49.73823529411764,0.00026881720430107527,18.224673439767777,1013.1177419354839,both,0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,False
old,Songkhla,2016,12,744,19648.0,744,0,0,18016.500000000004,744,0,0,65775.61000000002,744,0,0,4928.6,744,0,0,81.4,2,0,742,107005.0,744,0,0,947.0,744,947.0,0,54575.600000000006,744,0,0,250443.90000000002,248,0,496,26.408602150537636,24.21572580645162,88.40807795698927,6.624462365591398,40.7,143.82392473118279,1.2728494623655915,73.35430107526882,1009.854435483871,updated,744,19648.0,744,0,0,18016.5,744,0,0,65775.61,744,0,0,4928.6,744,0,0,81.4,2,0,742,107005.0,744,0,0,947.0,744,947.0,0,54575.600000000006,744,0,0,250443.90000000002,248,0,496,26.408602150537636,24.215725806451612,88.40807795698925,6.624462365591398,40.7,143.82392473118279,1.2728494623655915,73.35430107526882,1009.854435483871,both,0,0.0,7.105427357601002e-15,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,False
old,Suphan Buri,2016,12,740,6556.8,248,0,492,4885.8,248,0,492,16860.42,248,0,492,771.2,248,0,492,0.0,0,0,740,24563.0,234,0,506,2.2600000000000002,740,2.2600000000000002,0,14112.099999999999,248,0,492,251052.90000000002,248,0,492,26.438709677419357,19.700806451612905,67.98556451612903,3.109677419354839,,104.97008547008546,0.0030540540540540543,56.90362903225806,1012.3100806451614,updated,740,6556.799999999999,248,0,492,4885.8,248,0,492,16860.42,248,0,492,771.1999999999999,248,0,492,0.0,0,0,740,24563.0,234,0,506,2.26,740,2.26,0,14112.1,248,0,492,251052.90000000002,248,0,492,26.43870967741935,19.700806451612905,67.98556451612903,3.1096774193548384,,104.97008547008546,0.003054054054054054,56.90362903225807,1012.3100806451614,both,0,7.105427357601002e-15,0.0,0.0,4.440892098500626e-16,,0.0,4.336808689942018e-19,7.105427357601002e-15,0.0,False
old,Amnat Charoen,2017,1,744,18645.300000000003,740,0,4,13493.8,740,0,4,49885.55,740,0,4,6899.200000000001,740,0,4,46.4,1,0,743,37598.0,735,0,9,2.46,744,2.46,0,30412.200000000004,740,0,4,249301.19999999998,246,0,498,25.196351351351357,18.234864864864864,67.41290540540541,9.323243243243244,46.4,51.15374149659864,0.0033064516129032257,41.09756756756757,1013.4195121951219,updated,744,18645.3,740,0,4,13493.8,740,0,4,49885.55,740,0,4,6899.2,740,0,4,46.4,1,0,743,37598.0,735,0,9,2.46,744,2.46,0,30412.200000000004,740,0,4,249301.2,246,0,498,25.19635135135135,18.234864864864864,67.41290540540541,9.323243243243242,46.4,51.15374149659864,0.0033064516129032257,41.09756756756757,1013.419512195122,both,0,7.105427357601002e-15,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Chai Nat,2017,1,740,6446.299999999999,246,0,494,5035.7,246,0,494,17857.81,246,0,494,532.8999999999999,246,0,494,0.0,0,0,740,26196.0,189,0,551,46.13999999999999,740,46.13999999999999,0,14688.399999999998,246,0,494,248096.6,245,0,495,26.204471544715446,20.47032520325203,72.59272357723577,2.1662601626016253,,138.6031746031746,0.06235135135135134,59.70894308943088,1012.6391836734695,updated,740,6446.299999999999,246,0,494,5035.7,246,0,494,17857.809999999998,246,0,494,532.9000000000001,246,0,494,0.0,0,0,740,26196.0,189,0,551,46.14,740,46.14,0,14688.399999999998,246,0,494,248096.6,245,0,495,26.204471544715446,20.47032520325203,72.59272357723576,2.1662601626016262,,138.6031746031746,0.06235135135135135,59.70894308943088,1012.6391836734695,both,0,0.0,0.0,1.4210854715202004e-14,8.881784197001252e-16,,0.0,6.938893903907228e-18,0.0,0.0,False
old,Chiang Mai,2017,1,744,17302.3,742,0,2,12615.8,742,0,2,52420.920000000006,742,0,2,2601.0,742,0,2,0.0,0,0,744,75657.0,688,0,56,36.33,744,36.33,0,29247.5,742,0,2,248567.9,245,0,499,23.318463611859837,17.00242587601078,70.64814016172508,3.5053908355795147,,109.96656976744185,0.04883064516129032,39.41711590296496,1014.5628571428571,updated,744,17302.300000000003,742,0,2,12615.8,742,0,2,52420.92,742,0,2,2601.0,742,0,2,0.0,0,0,744,75657.0,688,0,56,36.33,744,36.33,0,29247.5,742,0,2,248567.9,245,0,499,23.31846361185984,17.00242587601078,70.64814016172507,3.5053908355795147,,109.96656976744185,0.04883064516129032,39.41711590296496,1014.5628571428571,both,0,3.552713678800501e-15,0.0,1.4210854715202004e-14,0.0,,0.0,0.0,0.0,0.0,False
old,Nakhon Ratchasima,2017,1,741,18469.9,734,0,7,13545.400000000001,734,0,7,50144.64,734,0,7,6492.4,734,0,7,181.79999999999998,5,0,736,51183.0,647,0,94,14.36,741,14.36,0,14520.4,684,0,57,248122.7,245,0,496,25.163351498637603,18.454223433242507,68.31694822888284,8.845231607629428,36.36,79.1081916537867,0.019379217273954117,21.228654970760232,1012.7457142857144,updated,741,18469.9,734,0,7,13545.4,734,0,7,50144.64,734,0,7,6492.400000000001,734,0,7,181.79999999999998,5,0,736,51183.0,647,0,94,14.36,741,14.36,0,14520.400000000001,684,0,57,248122.7,245,0,496,25.163351498637603,18.454223433242507,68.31694822888284,8.845231607629428,36.36,79.1081916537867,0.019379217273954117,21.228654970760235,1012.7457142857144,both,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,False
old,Songkhla,2017,1,744,19637.199999999997,744,0,0,17807.7,744,0,0,64724.91,744,0,0,6101.6,744,0,0,146.1,4,0,740,83275.0,744,0,0,856.4000000000001,744,856.4000000000001,0,43159.7,744,0,0,247497.8,245,0,499,26.394086021505373,23.935080645161293,86.99584677419355,8.201075268817204,36.525,111.92876344086021,1.1510752688172043,58.01034946236559,1010.1951020408163,updated,744,19637.199999999997,744,0,0,17807.7,744,0,0,64724.91,744,0,0,6101.6,744,0,0,146.1,4,0,740,83275.0,744,0,0,856.4,744,856.4,0,43159.7,744,0,0,247497.8,245,0,499,26.394086021505373,23.935080645161293,86.99584677419355,8.201075268817204,36.525,111.92876344086021,1.1510752688172043,58.01034946236559,1010.1951020408163,both,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
old,Suphan Buri,2017,1,740,6506.2,245,0,495,5192.1,245,0,495,18110.34,245,0,495,608.5,245,0,495,0.0,0,0,740,29962.0,221,0,519,28.05,740,28.05,0,15643.5,245,0,495,247968.90000000002,245,0,495,26.555918367346937,21.192244897959185,73.91975510204081,2.483673469387755,,135.57466063348417,0.03790540540540541,63.851020408163265,1012.1179591836735,updated,740,6506.2,245,0,495,5192.1,245,0,495,18110.34,245,0,495,608.5,245,0,495,0.0,0,0,740,29962.0,221,0,519,28.05,740,28.05,0,15643.5,245,0,495,247968.90000000002,245,0,495,26.555918367346937,21.192244897959185,73.91975510204081,2.483673469387755,,135.57466063348417,0.03790540540540541,63.851020408163265,1012.1179591836735,both,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Amnat Charoen,2017,4,720,21135.1,718,0,2,16152.7,718,0,2,49023.26,718,0,2,4716.7,718,0,2,87.1,2,0,718,103560.0,693,0,27,142.57999999999998,720,142.57999999999998,0,31624.1,718,0,2,242320.8,240,0,480,29.436072423398326,22.496796657381616,68.2775208913649,6.569220055710306,43.55,149.43722943722943,0.19802777777777775,44.044707520891365,1009.67,updated,720,21135.1,718,0,2,16152.7,718,0,2,49023.259999999995,718,0,2,4716.700000000001,718,0,2,87.1,2,0,718,103560.0,693,0,27,142.57999999999998,720,142.57999999999998,0,31624.1,718,0,2,242320.8,240,0,480,29.436072423398326,22.496796657381616,68.2775208913649,6.569220055710307,43.55,149.43722943722943,0.19802777777777775,44.044707520891365,1009.67,both,0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,False
old,Chai Nat,2017,4,716,7331.200000000001,240,0,476,5724.9,240,0,476,16747.95,240,0,476,1222.0,240,0,476,0.0,0,0,716,36229.0,224,0,492,86.75999999999999,716,86.75999999999999,0,12002.9,240,0,476,242207.6,240,0,476,30.54666666666667,23.853749999999998,69.783125,5.091666666666667,,161.73660714285714,0.12117318435754189,50.01208333333333,1009.1983333333334,updated,716,7331.2,240,0,476,5724.9,240,0,476,16747.95,240,0,476,1222.0,240,0,476,0.0,0,0,716,36229.0,224,0,492,86.75999999999999,716,86.75999999999999,0,12002.9,240,0,476,242207.6,240,0,476,30.546666666666667,23.853749999999998,69.783125,5.091666666666667,,161.73660714285714,0.12117318435754189,50.01208333333333,1009.1983333333334,both,0,3.552713678800501e-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Chiang Mai,2017,4,720,21139.199999999997,719,0,1,12926.5,719,0,1,38493.53999999999,719,0,1,4031.5999999999995,719,0,1,211.7,5,0,715,88324.0,673,0,47,145.32,720,145.32,0,28869.1,719,0,1,242156.0,240,0,480,29.400834492350484,17.978442280945757,53.53760778859526,5.607232267037551,42.339999999999996,131.23922734026746,0.20183333333333334,40.15173852573018,1008.9833333333333,updated,720,21139.199999999997,719,0,1,12926.5,719,0,1,38493.53999999999,719,0,1,4031.6,719,0,1,211.70000000000002,5,0,715,88324.0,673,0,47,145.32,720,145.32,0,28869.100000000002,719,0,1,242156.0,240,0,480,29.400834492350484,17.978442280945757,53.53760778859526,5.607232267037552,42.34,131.23922734026746,0.20183333333333334,40.15173852573018,1008.9833333333333,both,0,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,0.0,0.0,0.0,0.0,False
old,Nakhon Ratchasima,2017,4,720,20575.6,714,0,6,16080.4,714,0,6,50534.05,714,0,6,5863.699999999999,714,0,6,141.2,2,0,718,91591.0,595,0,125,142.59,720,142.59,0,12176.199999999999,683,0,37,242197.7,240,0,480,28.81736694677871,22.52156862745098,70.77598039215687,8.212464985994396,70.6,153.93445378151262,0.19804166666666667,17.827525622254758,1009.1570833333334,updated,720,20575.6,714,0,6,16080.400000000001,714,0,6,50534.05,714,0,6,5863.7,714,0,6,141.2,2,0,718,91591.0,595,0,125,142.59,720,142.59,0,12176.2,683,0,37,242197.69999999998,240,0,480,28.81736694677871,22.521568627450982,70.77598039215687,8.212464985994398,70.6,153.93445378151262,0.19804166666666667,17.82752562225476,1009.1570833333333,both,0,0.0,3.552713678800501e-15,0.0,1.7763568394002505e-15,0.0,0.0,0.0,3.552713678800501e-15,1.1368683772161603e-13,False
